"StationID","Date","pH","PrecipAmt","PrecipType"
"Mt. Mansfield","2001-12-24","4.00","0.13","Snow"
"Mt. Mansfield","2001-12-25","4.09","0.07","Snow"
"Mt. Mansfield","2001-12-27","3.97","0.10","Snow"
"Mt. Mansfield","2001-12-30","4.67","0.19","Snow"
"Mt. Mansfield","2001-12-31","4.59","0.43","Snow"
"Mt. Mansfield","2002-01-05","4.14","0.17","Snow"
"Mt. Mansfield","2002-01-06","4.36","0.36","Snow"
"Mt. Mansfield","2002-01-10","4.48","0.64","Snow"
"Mt. Mansfield","2002-01-11","4.47","0.20","Snow"
"Mt. Mansfield","2002-01-13","4.22","0.20","Snow"
"Mt. Mansfield","2002-01-14","4.54","0.13","Snow"
"Mt. Mansfield","2002-01-15","4.01","0.13","Snow"
"Mt. Mansfield","2002-01-16","4.40","0.63","Snow"
"Mt. Mansfield","2002-01-17","5.87","0.18","Snow"
"Mt. Mansfield","2002-01-18","4.33","0.52","Snow"
"Mt. Mansfield","2002-01-20","4.24","0.07","Snow"
"Mt. Mansfield","2002-01-21","4.14","0.07","Snow"
"Mt. Mansfield","2002-01-22","4.04","0.29","Snow"
"Mt. Mansfield","2002-01-24","4.23","0.60","Snow"
"Mt. Mansfield","2002-01-25","4.41","0.38","Snow"
"Mt. Mansfield","2002-01-30","4.21","0.24","Snow"
"Mt. Mansfield","2002-02-02","4.90","1.70","Mixed"
"Mt. Mansfield","2002-02-04","4.33","0.16","Snow"
"Mt. Mansfield","2002-02-11","4.42","0.85","Mixed"
"Mt. Mansfield","2002-02-21","4.11","0.36","Rain"
"Mt. Mansfield","2002-02-27","4.24","0.70","Snow"
"Mt. Mansfield","2002-03-06","4.25","0.14","Snow"
"Mt. Mansfield","2002-03-10","4.82","0.89","Mixed"
"Mt. Mansfield","2002-03-11","5.55","0.26","Snow"
"Mt. Mansfield","2002-03-18","5.39","0.18","Snow"
"Mt. Mansfield","2002-03-19","4.22","0.40","Snow"
"Mt. Mansfield","2002-03-21","4.18","0.35","Snow"
"Mt. Mansfield","2002-03-24","4.48","0.22","Snow"
"Mt. Mansfield","2002-03-27","5.55","0.90","Snow"
"Mt. Mansfield","2002-04-01","4.42","0.68","Snow"
"Mt. Mansfield","2002-04-02","4.38","0.29","Snow"
"Mt. Mansfield","2002-04-03","4.30","0.34","Rain"
"Mt. Mansfield","2002-04-08","4.76","0.10","Snow"
"Mt. Mansfield","2002-04-14","4.52","1.05","Rain"
"Mt. Mansfield","2002-04-15","4.32","0.51","Rain"
"Mt. Mansfield","2002-04-22","4.52","0.15","Rain"
"Mt. Mansfield","2002-04-23","4.80","0.27","Snow"
"Mt. Mansfield","2002-04-26","4.84","0.45","Snow"
"Mt. Mansfield","2002-04-29","4.53","0.74","Snow"
"Mt. Mansfield","2002-05-01","4.51","0.71","Snow"
"Mt. Mansfield","2002-05-03","4.34","0.32","Snow"
"Mt. Mansfield","2002-05-13","4.64","0.84","Mixed"
"Mt. Mansfield","2002-05-14","4.91","1.25","Snow"
"Mt. Mansfield","2002-05-15","4.95","1.55","Snow"
"Mt. Mansfield","2002-05-17","4.45","1.93","Rain"
"Mt. Mansfield","2002-05-21","5.43","0.47","Snow"
"Mt. Mansfield","2002-05-26","4.14","0.23","Rain"
"Mt. Mansfield","2002-05-30","4.13","0.33","Rain"
"Mt. Mansfield","2002-05-31","4.34","0.93","Rain"
"Mt. Mansfield","2002-06-05","4.16","0.32","Rain"
"Mt. Mansfield","2002-06-06","4.24","1.22","Rain"
"Mt. Mansfield","2002-06-11","4.19","1.38","Rain"
"Mt. Mansfield","2002-06-12","4.31","2.91","Rain"
"Mt. Mansfield","2002-06-16","5.06","0.51","Rain"
"Mt. Mansfield","2002-06-17","4.52","0.40","Rain"
"Mt. Mansfield","2002-06-18","4.32","0.51","Rain"
"Mt. Mansfield","2002-06-22","3.79","0.50","Rain"
"Mt. Mansfield","2002-06-24","4.43","1.60","Rain"
"Mt. Mansfield","2002-06-26","4.35","0.15","Rain"
"Mt. Mansfield","2002-06-27","4.05","0.74","Rain"
"Mt. Mansfield","2002-06-28","4.77","1.25","Rain"
"Mt. Mansfield","2002-07-04","5.63","0.20","Rain"
"Mt. Mansfield","2002-07-07","4.94","0.27","Rain"
"Mt. Mansfield","2002-07-09","4.19","2.00","Rain"
"Mt. Mansfield","2002-07-18","4.46","0.46","Rain"
"Mt. Mansfield","2002-07-23","4.08","0.73","Rain"
"Mt. Mansfield","2002-07-29","3.85","0.07","Rain"
"Mt. Mansfield","2002-07-30","4.47","0.85","Rain"
"Mt. Mansfield","2002-08-06","5.33","0.40","Rain"
"Mt. Mansfield","2002-08-07","5.91","0.82","Rain"
"Mt. Mansfield","2002-08-14","4.99","0.11","Rain"
"Mt. Mansfield","2002-08-23","4.17","0.55","Rain"
"Mt. Mansfield","2002-08-30","5.65","0.21","Rain"
"Mt. Mansfield","2002-09-05","4.99","0.08","Rain"
"Mt. Mansfield","2002-09-11","5.01","3.15","Rain"
"Mt. Mansfield","2002-09-12","4.80","0.53","Rain"
"Mt. Mansfield","2002-09-13","5.77","0.20","Rain"
"Mt. Mansfield","2002-09-15","4.28","2.30","Rain"
"Mt. Mansfield","2002-09-16","4.97","0.30","Rain"
"Mt. Mansfield","2002-09-22","4.55","1.28","Rain"
"Mt. Mansfield","2002-09-23","4.43","1.21","Rain"
"Mt. Mansfield","2002-09-27","5.35","0.65","Rain"
"Mt. Mansfield","2002-09-28","4.92","2.20","Rain"
"Mt. Mansfield","2002-10-02","4.46","0.19","Rain"
"Mt. Mansfield","2002-10-03","4.56","0.40","Rain"
"Mt. Mansfield","2002-10-13","4.39","0.90","Rain"
"Mt. Mansfield","2002-10-16","5.10","0.47","Rain"
"Mt. Mansfield","2002-10-17","5.34","1.06","Mixed"
"Mt. Mansfield","2002-10-18","4.64","0.61","Snow"
"Mt. Mansfield","2002-10-19","4.39","0.55","Snow"
"Mt. Mansfield","2002-10-20","4.54","0.46","Snow"
"Mt. Mansfield","2002-10-27","4.43","0.15","Snow"
"Mt. Mansfield","2002-10-28","4.26","0.03","Snow"
"Mt. Mansfield","2002-11-01","4.72","0.25","Snow"
"Mt. Mansfield","2002-11-02","5.03","0.40","Snow"
"Mt. Mansfield","2002-11-05","4.32","0.31","Snow"
"Mt. Mansfield","2002-11-11","4.14","0.39","Rain"
"Mt. Mansfield","2002-11-13","4.34","0.37","Snow"
"Mt. Mansfield","2002-11-17","4.25","0.33","Mixed"
"Mt. Mansfield","2002-11-18","5.20","1.78","Snow"
"Mt. Mansfield","2002-11-20","4.30","0.10","Snow"
"Mt. Mansfield","2002-11-23","5.12","2.63","Snow"
"Mt. Mansfield","2002-11-26","4.34","0.10","Snow"
"Mt. Mansfield","2002-11-27","4.72","0.09","Snow"
"Mt. Mansfield","2002-11-29","4.89","0.50","Snow"
"Mt. Mansfield","2002-11-30","4.62","0.24","Snow"
"Mt. Mansfield","2002-12-01","4.69","0.96","Snow"
"Mt. Mansfield","2002-12-08","4.30","0.42","Snow"
"Mt. Mansfield","2002-12-12","4.95","0.33","Snow"
"Mt. Mansfield","2002-12-14","4.70","0.28","Snow"
"Mt. Mansfield","2002-12-15","4.45","0.28","Snow"
"Mt. Mansfield","2002-12-16","4.49","0.12","Snow"
"Mt. Mansfield","2002-12-20","4.47","0.71","Rain"
"Mt. Mansfield","2002-12-23","4.61","0.16","Snow"
"Mt. Mansfield","2002-12-24","4.77","0.60","Snow"
"Mt. Mansfield","2002-12-26","5.30","0.42","Snow"
"Mt. Mansfield","2002-12-29","3.91","0.52","Snow"
"Mt. Mansfield","2002-12-31","4.04","0.17","Rain"
"Mt. Mansfield","2003-01-01","4.28","0.85","Rain"
"Mt. Mansfield","2003-01-10","4.45","0.26","Snow"
"Mt. Mansfield","2003-01-12","4.42","0.31","Snow"
"Mt. Mansfield","2003-01-13","4.25","0.16","Snow"
"Mt. Mansfield","2003-01-26","4.20","0.23","Snow"
"Mt. Mansfield","2003-02-02","4.44","0.33","Snow"
"Mt. Mansfield","2003-02-03","3.92","0.27","Snow"
"Mt. Mansfield","2003-02-04","4.48","0.57","Snow"
"Mt. Mansfield","2003-02-05","4.09","0.08","Snow"
"Mt. Mansfield","2003-02-11","4.36","0.22","Snow"
"Mt. Mansfield","2003-02-18","5.45","0.14","Snow"
"Mt. Mansfield","2003-02-23","4.33","0.60","Snow"
"Mt. Mansfield","2003-03-02","4.23","0.41","Snow"
"Mt. Mansfield","2003-03-05","4.11","0.49","Snow"
"Mt. Mansfield","2003-03-06","4.03","0.13","Snow"
"Mt. Mansfield","2003-03-07","4.04","0.38","Snow"
"Mt. Mansfield","2003-03-20","4.10","0.30","Rain"
"Mt. Mansfield","2003-03-21","5.33","0.94","Snow"
"Mt. Mansfield","2003-03-23","4.30","0.49","Snow"
"Mt. Mansfield","2003-03-26","4.06","0.48","Snow"
"Mt. Mansfield","2003-03-29","5.00","1.08","Rain"
"Mt. Mansfield","2003-03-30","4.52","0.74","Snow"
"Mt. Mansfield","2003-03-31","4.80","0.42","Snow"
"Mt. Mansfield","2003-04-02","4.24","0.10","Snow"
"Mt. Mansfield","2003-04-03","4.68","0.18","Snow"
"Mt. Mansfield","2003-04-06","4.15","0.16","Snow"
"Mt. Mansfield","2003-04-22","4.63","0.31","Rain"
"Mt. Mansfield","2003-04-23","4.61","0.60","Snow"
"Mt. Mansfield","2003-04-24","4.58","1.55","Snow"
"Mt. Mansfield","2003-04-26","4.86","0.68","Rain"
"Mt. Mansfield","2003-04-27","4.99","0.45","Rain"
"Mt. Mansfield","2003-05-09","4.87","0.11","Rain"
"Mt. Mansfield","2003-05-12","4.58","0.81","Rain"
"Mt. Mansfield","2003-05-13","4.82","0.61","Rain"
"Mt. Mansfield","2003-05-20","4.63","0.35","Rain"
"Mt. Mansfield","2003-05-25","5.31","0.18","Rain"
"Mt. Mansfield","2003-05-26","4.42","0.31","Rain"
"Mt. Mansfield","2003-05-27","4.85","0.21","Rain"
"Mt. Mansfield","2003-05-28","4.64","0.17","Rain"
"Mt. Mansfield","2003-05-29","4.59","0.48","Rain"
"Mt. Mansfield","2003-05-30","5.11","0.63","Rain"
"Mt. Mansfield","2003-06-01","4.25","0.50","Rain"
"Mt. Mansfield","2003-06-02","4.95","0.22","Rain"
"Mt. Mansfield","2003-06-05","4.83","0.41","Rain"
"Mt. Mansfield","2003-06-09","4.02","0.06","Rain"
"Mt. Mansfield","2003-06-10","4.55","0.39","Rain"
"Mt. Mansfield","2003-06-12","4.22","0.45","Rain"
"Mt. Mansfield","2003-06-13","4.32","0.45","Rain"
"Mt. Mansfield","2003-06-14","4.94","3.30","Rain"
"Mt. Mansfield","2003-06-15","4.74","0.64","Rain"
"Mt. Mansfield","2003-06-30","4.26","0.60","Rain"
"Mt. Mansfield","2003-07-08","4.68","0.19","Rain"
"Mt. Mansfield","2003-07-11","5.21","0.77","Rain"
"Mt. Mansfield","2003-07-12","4.20","0.28","Rain"
"Mt. Mansfield","2003-07-13","4.82","0.52","Rain"
"Mt. Mansfield","2003-07-14","5.05","0.28","Rain"
"Mt. Mansfield","2003-07-16","4.46","0.18","Rain"
"Mt. Mansfield","2003-07-22","4.62","1.27","Rain"
"Mt. Mansfield","2003-07-23","4.36","0.34","Rain"
"Mt. Mansfield","2003-07-24","4.70","0.54","Rain"
"Mt. Mansfield","2003-07-25","4.80","0.62","Rain"
"Mt. Mansfield","2003-07-27","4.01","0.58","Rain"
"Mt. Mansfield","2003-07-28","4.66","0.63","Rain"
"Mt. Mansfield","2003-07-30","5.12","0.33","Rain"
"Mt. Mansfield","2003-08-01","6.03","0.22","Rain"
"Mt. Mansfield","2003-08-04","4.11","0.10","Rain"
"Mt. Mansfield","2003-08-05","4.56","0.63","Rain"
"Mt. Mansfield","2003-08-06","4.53","0.30","Rain"
"Mt. Mansfield","2003-08-09","4.45","1.01","Rain"
"Mt. Mansfield","2003-08-10","4.80","0.73","Rain"
"Mt. Mansfield","2003-08-11","4.51","0.58","Rain"
"Mt. Mansfield","2003-08-12","5.11","0.83","Rain"
"Mt. Mansfield","2003-08-13","5.62","0.10","Rain"
"Mt. Mansfield","2003-08-26","4.26","0.12","Rain"
"Mt. Mansfield","2003-08-30","4.09","0.67","Rain"
"Mt. Mansfield","2003-09-04","4.41","0.33","Rain"
"Mt. Mansfield","2003-09-16","4.89","0.17","Rain"
"Mt. Mansfield","2003-09-20","4.47","0.47","Rain"
"Mt. Mansfield","2003-09-23","4.95","2.02","Rain"
"Mt. Mansfield","2003-09-24","4.63","0.45","Rain"
"Mt. Mansfield","2003-09-25","4.12","0.14","Rain"
"Mt. Mansfield","2003-09-26","4.39","0.15","Rain"
"Mt. Mansfield","2003-09-28","5.04","2.78","Rain"
"Mt. Mansfield","2003-09-29","4.66","0.25","Rain"
"Mt. Mansfield","2003-09-30","4.55","0.32","Rain"
"Mt. Mansfield","2003-10-05","4.81","0.73","Snow"
"Mt. Mansfield","2003-10-14","5.04","3.03","Rain"
"Mt. Mansfield","2003-10-21","4.34","2.36","Rain"
"Mt. Mansfield","2003-10-23","4.96","0.24","Snow"
"Mt. Mansfield","2003-10-24","5.95","0.11","Snow"
"Mt. Mansfield","2003-10-27","4.68","2.13","Rain"
"Mt. Mansfield","2003-10-28","5.09","0.82","Mixed"
"Mt. Mansfield","2003-11-02","4.81","0.21","Rain"
"Mt. Mansfield","2003-11-03","4.69","0.18","Rain"
"Mt. Mansfield","2003-11-04","5.19","0.23","Rain"
"Mt. Mansfield","2003-11-05","4.10","0.08","Rain"
"Mt. Mansfield","2003-11-08","4.42","0.20","Snow"
"Mt. Mansfield","2003-11-13","4.86","1.16","Rain"
"Mt. Mansfield","2003-12-01","4.65","0.35","Snow"
"Mt. Mansfield","2003-12-02","6.02","0.51","Snow"
"Mt. Mansfield","2003-12-04","4.97","0.12","Snow"
"Mt. Mansfield","2003-12-07","5.32","1.10","Snow"
"Mt. Mansfield","2003-12-11","4.79","1.23","Rain"
"Mt. Mansfield","2003-12-12","5.23","1.11","Mixed"
"Mt. Mansfield","2003-12-15","5.03","1.55","Snow"
"Mt. Mansfield","2003-12-18","4.86","2.10","Snow"
"Mt. Mansfield","2003-12-20","4.57","0.22","Snow"
"Mt. Mansfield","2003-12-24","5.58","0.97","Rain"
"Mt. Mansfield","2003-12-25","4.90","0.47","Mixed"
"Mt. Mansfield","2004-01-02","4.64","0.24","Snow"
"Mt. Mansfield","2004-01-06","4.40","0.26","Snow"
"Mt. Mansfield","2004-01-11","4.55","0.07","Snow"
"Mt. Mansfield","2004-01-12","4.27","0.17","Snow"
"Mt. Mansfield","2004-01-18","4.46","0.13","Snow"
"Mt. Mansfield","2004-01-19","4.52","0.28","Snow"
"Mt. Mansfield","2004-01-20","4.84","0.27","Snow"
"Mt. Mansfield","2004-02-04","4.57","0.75","Snow"
"Mt. Mansfield","2004-02-05","4.37","0.30","Snow"
"Mt. Mansfield","2004-02-10","3.92","0.17","Snow"
"Mt. Mansfield","2004-02-21","4.52","0.30","Snow"
"Mt. Mansfield","2004-02-22","4.25","0.46","Snow"
"Mt. Mansfield","2004-02-23","4.38","0.11","Snow"
"Mt. Mansfield","2004-03-02","3.80","0.18","Snow"
"Mt. Mansfield","2004-03-05","3.88","0.19","Snow"
"Mt. Mansfield","2004-03-08","4.65","0.15","Snow"
"Mt. Mansfield","2004-03-09","4.52","0.15","Snow"
"Mt. Mansfield","2004-03-13","4.52","0.45","Snow"
"Mt. Mansfield","2004-03-18","4.52","0.13","Snow"
"Mt. Mansfield","2004-03-19","4.15","0.17","Snow"
"Mt. Mansfield","2004-03-21","4.31","0.90","Snow"
"Mt. Mansfield","2004-03-22","4.50","0.38","Snow"
"Mt. Mansfield","2004-03-24","4.74","0.19","Snow"
"Mt. Mansfield","2004-03-25","4.46","0.44","Rain"
"Mt. Mansfield","2004-03-27","4.08","1.78","Rain"
"Mt. Mansfield","2004-04-01","6.47","0.23","Rain"
"Mt. Mansfield","2004-04-02","5.10","0.49","Snow"
"Mt. Mansfield","2004-04-03","4.73","0.20","Snow"
"Mt. Mansfield","2004-04-05","4.69","0.90","Snow"
"Mt. Mansfield","2004-04-13","5.12","0.30","Snow"
"Mt. Mansfield","2004-04-14","4.77","0.84","Rain"
"Mt. Mansfield","2004-04-18","4.33","0.23","Rain"
"Mt. Mansfield","2004-04-19","4.03","0.22","Rain"
"Mt. Mansfield","2004-04-26","4.50","0.54","Rain"
"Mt. Mansfield","2004-05-03","4.81","0.59","Rain"
"Mt. Mansfield","2004-05-04","5.25","1.27","Snow"
"Mt. Mansfield","2004-05-18","4.33","0.12","Rain"
"Mt. Mansfield","2004-05-19","4.63","0.42","Rain"
"Mt. Mansfield","2004-05-21","4.36","0.42","Rain"
"Mt. Mansfield","2004-05-23","5.00","0.76","Rain"
"Mt. Mansfield","2004-05-24","4.77","1.30","Rain"
"Mt. Mansfield","2004-05-25","4.78","0.68","Rain"
"Mt. Mansfield","2004-05-26","4.40","0.20","Rain"
"Mt. Mansfield","2004-05-28","4.55","0.48","Rain"
"Mt. Mansfield","2004-06-01","4.68","0.58","Rain"
"Mt. Mansfield","2004-06-02","4.75","1.30","Rain"
"Mt. Mansfield","2004-06-03","4.88","0.17","Rain"
"Mt. Mansfield","2004-06-04","5.55","0.25","Rain"
"Mt. Mansfield","2004-06-09","5.16","0.42","Rain"
"Mt. Mansfield","2004-06-10","4.96","0.77","Rain"
"Mt. Mansfield","2004-06-15","4.42","0.66","Rain"
"Mt. Mansfield","2004-06-19","5.09","0.83","Rain"
"Mt. Mansfield","2004-06-22","4.25","0.28","Rain"
"Mt. Mansfield","2004-06-23","4.24","0.60","Rain"
"Mt. Mansfield","2004-06-25","4.04","0.46","Rain"
"Mt. Mansfield","2004-06-26","4.76","0.14","Rain"
"Mt. Mansfield","2004-06-29","4.36","0.25","Rain"
"Mt. Mansfield","2004-06-30","4.72","0.22","Rain"
"Mt. Mansfield","2004-07-02","4.37","0.72","Rain"
"Mt. Mansfield","2004-07-06","4.71","1.48","Rain"
"Mt. Mansfield","2004-07-08","4.48","0.96","Rain"
"Mt. Mansfield","2004-07-09","4.71","0.97","Rain"
"Mt. Mansfield","2004-07-13","4.44","0.47","Rain"
"Mt. Mansfield","2004-07-15","4.59","1.02","Rain"
"Mt. Mansfield","2004-07-16","5.05","0.45","Rain"
"Mt. Mansfield","2004-07-17","4.93","1.30","Rain"
"Mt. Mansfield","2004-07-19","4.53","1.07","Rain"
"Mt. Mansfield","2004-07-20","4.70","1.19","Rain"
"Mt. Mansfield","2004-07-23","4.44","1.60","Rain"
"Mt. Mansfield","2004-07-27","4.59","0.09","Rain"
"Mt. Mansfield","2004-07-31","4.02","0.40","Rain"
"Mt. Mansfield","2004-08-01","4.87","0.42","Rain"
"Mt. Mansfield","2004-08-03","4.32","1.06","Rain"
"Mt. Mansfield","2004-08-04","4.72","0.54","Rain"
"Mt. Mansfield","2004-08-09","5.23","0.31","Rain"
"Mt. Mansfield","2004-08-11","4.44","0.37","Rain"
"Mt. Mansfield","2004-08-12","4.39","0.90","Rain"
"Mt. Mansfield","2004-08-13","4.77","1.08","Rain"
"Mt. Mansfield","2004-08-16","4.66","0.32","Rain"
"Mt. Mansfield","2004-08-21","4.73","0.88","Rain"
"Mt. Mansfield","2004-08-24","4.57","0.50","Rain"
"Mt. Mansfield","2004-08-29","4.73","1.07","Rain"
"Mt. Mansfield","2004-08-30","4.46","2.30","Rain"
"Mt. Mansfield","2004-08-31","4.70","1.02","Rain"
"Mt. Mansfield","2004-09-08","4.95","0.67","Rain"
"Mt. Mansfield","2004-09-09","5.10","1.61","Rain"
"Mt. Mansfield","2004-09-10","4.76","2.11","Rain"
"Mt. Mansfield","2004-09-19","4.77","0.28","Rain"
"Mt. Mansfield","2004-10-10","5.17","0.16","Rain"
"Mt. Mansfield","2004-10-11","5.56","0.36","Rain"
"Mt. Mansfield","2004-10-12","5.21","0.21","Rain"
"Mt. Mansfield","2004-10-15","5.25","0.36","Rain"
"Mt. Mansfield","2004-10-17","4.87","0.07","Mixed"
"Mt. Mansfield","2004-10-18","5.60","0.08","Snow"
"Mt. Mansfield","2004-10-31","4.52","0.50","Rain"
"Mt. Mansfield","2004-11-01","5.15","0.47","Snow"
"Mt. Mansfield","2004-11-02","4.32","0.30","Mixed"
"Mt. Mansfield","2004-11-03","4.78","0.82","Mixed"
"Mt. Mansfield","2004-11-05","4.80","0.48","Snow"
"Mt. Mansfield","2004-11-06","4.60","0.51","Snow"
"Mt. Mansfield","2004-11-08","5.09","0.15","Snow"
"Mt. Mansfield","2004-11-09","5.28","0.23","Snow"
"Mt. Mansfield","2004-11-21","4.45","0.50","Rain"
"Mt. Mansfield","2004-11-24","4.05","0.09","Rain"
"Mt. Mansfield","2004-11-25","4.71","2.18","Rain"
"Mt. Mansfield","2004-12-01","4.87","1.14","Snow"
"Mt. Mansfield","2004-12-03","4.59","0.52","Snow"
"Mt. Mansfield","2004-12-05","4.54","0.50","Snow"
"Mt. Mansfield","2004-12-10","4.51","0.27","Snow"
"Mt. Mansfield","2004-12-13","4.58","0.36","Snow"
"Mt. Mansfield","2004-12-14","4.70","0.30","Snow"
"Mt. Mansfield","2004-12-19","4.11","0.21","Snow"
"Mt. Mansfield","2004-12-23","4.56","0.62","Rain"
"Mt. Mansfield","2004-12-24","5.01","1.04","Rain"
"Mt. Mansfield","2004-12-27","5.05","0.27","Snow"
"Mt. Mansfield","2004-12-29","4.06","0.10","Snow"
"Mt. Mansfield","2004-12-31","4.06","0.33","Rain"
"Mt. Mansfield","2005-01-01","4.29","0.19","Rain"
"Mt. Mansfield","2005-01-03","4.47","0.34","Rain"
"Mt. Mansfield","2005-01-07","4.28","0.31","Snow"
"Mt. Mansfield","2005-01-08","4.79","0.17","Snow"
"Mt. Mansfield","2005-01-13","4.46","0.11","Rain"
"Mt. Mansfield","2005-01-14","5.01","2.21","Mixed"
"Mt. Mansfield","2005-01-17","4.58","0.10","Snow"
"Mt. Mansfield","2005-01-18","4.67","0.22","Snow"
"Mt. Mansfield","2005-01-20","4.65","0.18","Snow"
"Mt. Mansfield","2005-01-23","4.74","0.15","Snow"
"Mt. Mansfield","2005-01-26","4.81","0.12","Snow"
"Mt. Mansfield","2005-02-08","4.16","0.15","Rain"
"Mt. Mansfield","2005-02-09","4.19","0.34","Rain"
"Mt. Mansfield","2005-02-10","4.72","0.72","Snow"
"Mt. Mansfield","2005-02-13","4.83","0.50","Snow"
"Mt. Mansfield","2005-02-16","4.48","0.46","Snow"
"Mt. Mansfield","2005-02-17","4.70","0.43","Snow"
"Mt. Mansfield","2005-02-18","4.69","0.27","Snow"
"Mt. Mansfield","2005-02-22","3.90","0.12","Snow"
"Mt. Mansfield","2005-02-23","4.36","0.36","Snow"
"Mt. Mansfield","2005-03-01","5.25","0.39","Snow"
"Mt. Mansfield","2005-03-02","4.95","0.54","Snow"
"Mt. Mansfield","2005-03-06","4.58","0.19","Snow"
"Mt. Mansfield","2005-03-07","4.66","0.26","Snow"
"Mt. Mansfield","2005-03-08","4.63","0.72","Snow"
"Mt. Mansfield","2005-03-12","4.80","0.39","Snow"
"Mt. Mansfield","2005-03-16","4.35","0.21","Snow"
"Mt. Mansfield","2005-03-28","4.63","0.44","Rain"
"Mt. Mansfield","2005-04-01","4.14","0.50","Rain"
"Mt. Mansfield","2005-04-02","5.55","0.62","Snow"
"Mt. Mansfield","2005-04-03","4.79","0.91","Rain"
"Mt. Mansfield","2005-04-07","3.67","0.16","Rain"
"Mt. Mansfield","2005-04-08","4.00","0.62","Mixed"
"Mt. Mansfield","2005-04-21","4.49","0.56","Rain"
"Mt. Mansfield","2005-04-23","4.86","0.48","Mixed"
"Mt. Mansfield","2005-04-27","4.77","0.37","Rain"
"Mt. Mansfield","2005-04-29","4.44","0.75","Snow"
"Mt. Mansfield","2005-05-01","4.65","0.41","Rain"
"Mt. Mansfield","2005-05-02","4.81","0.22","Rain"
"Mt. Mansfield","2005-05-12","4.94","0.57","Rain"
"Mt. Mansfield","2005-05-14","4.72","0.33","Rain"
"Mt. Mansfield","2005-05-22","5.49","0.27","Mixed"
"Mt. Mansfield","2005-05-23","5.39","0.27","Rain"
"Mt. Mansfield","2005-05-24","5.29","0.19","Rain"
"Mt. Mansfield","2005-05-28","4.51","0.18","Rain"
"Mt. Mansfield","2005-05-31","4.75","0.42","Rain"
"Mt. Mansfield","2005-06-10","6.19","0.35","Rain"
"Mt. Mansfield","2005-06-14","4.83","0.73","Rain"
"Mt. Mansfield","2005-06-15","5.46","0.58","Rain"
"Mt. Mansfield","2005-06-16","4.90","0.35","Rain"
"Mt. Mansfield","2005-06-17","5.26","1.05","Rain"
"Mt. Mansfield","2005-06-22","5.07","0.32","Rain"
"Mt. Mansfield","2005-06-29","4.67","0.05","Rain"
"Mt. Mansfield","2005-09-01","5.48","1.28","Rain"
"Mt. Mansfield","2005-09-09","5.31","0.31","Rain"
"Mt. Mansfield","2005-09-17","5.03","0.92","Rain"
"Mt. Mansfield","2005-09-18","5.51","0.91","Rain"
"Mt. Mansfield","2005-09-21","6.36","0.45","Rain"
"Mt. Mansfield","2005-09-23","4.81","0.45","Rain"
"Mt. Mansfield","2005-09-26","4.38","1.10","Rain"
"Mt. Mansfield","2005-09-27","5.48","1.40","Rain"
"Mt. Mansfield","2005-09-29","5.28","0.49","Rain"
"Mt. Mansfield","2005-09-20","5.24","0.18","Rain"
"Mt. Mansfield","2005-12-02","4.84","0.55","Snow"
"Mt. Mansfield","2005-12-04","5.65","0.13","Snow"
"Mt. Mansfield","2005-12-05","4.97","0.35","Snow"
"Mt. Mansfield","2005-12-12","4.44","0.26","Snow"
"Mt. Mansfield","2005-12-16","5.83","0.61","Snow"
"Mt. Mansfield","2005-12-20","4.81","0.19","Snow"
"Mt. Mansfield","2005-12-21","4.72","0.15","Snow"
"Mt. Mansfield","2005-12-22","4.43","0.19","Snow"
"Mt. Mansfield","2005-12-24","4.40","0.38","Snow"
"Mt. Mansfield","2005-12-26","4.45","0.62","Rain"
"Mt. Mansfield","2005-12-27","4.82","0.24","Snow"
"Mt. Mansfield","2005-12-30","5.25","0.77","Snow"
"Mt. Mansfield","2006-01-05","4.74","0.45","Snow"
"Mt. Mansfield","2006-01-08","4.57","0.16","Snow"
"Mt. Mansfield","2006-01-09","4.20","0.19","Snow"
"Mt. Mansfield","2006-01-12","4.50","0.52","Rain"
"Mt. Mansfield","2006-01-14","4.66","0.45","Rain"
"Mt. Mansfield","2006-01-18","4.57","1.52","Rain"
"Mt. Mansfield","2006-01-22","4.84","0.22","Snow"
"Mt. Mansfield","2006-01-23","4.76","0.23","Snow"
"Mt. Mansfield","2006-01-25","4.23","0.47","Snow"
"Mt. Mansfield","2006-01-26","4.29","0.50","Snow"
"Mt. Mansfield","2006-01-30","4.55","0.27","Mixed"
"Mt. Mansfield","2006-01-31","4.56","0.27","Snow"
"Mt. Mansfield","2006-02-01","4.56","0.19","Snow"
"Mt. Mansfield","2006-02-06","4.88","0.20","Snow"
"Mt. Mansfield","2006-02-07","4.73","0.35","Snow"
"Mt. Mansfield","2006-02-14","4.63","0.25","Snow"
"Mt. Mansfield","2006-02-17","4.75","0.26","Snow"
"Mt. Mansfield","2006-02-18","4.77","0.05","Snow"
"Mt. Mansfield","2006-02-21","4.28","0.13","Snow"
"Mt. Mansfield","2006-02-22","4.62","0.10","Snow"
"Mt. Mansfield","2006-02-24","4.48","0.68","Snow"
"Mt. Mansfield","2006-02-25","4.82","0.13","Snow"
"Mt. Mansfield","2006-02-26","4.66","0.26","Snow"
"Mt. Mansfield","2006-03-03","6.26","0.30","Snow"
"Mt. Mansfield","2006-03-04","5.35","0.85","Snow"
"Mt. Mansfield","2006-03-09","4.64","0.13","Snow"
